image,top_3_songs,top_3_scores,bottom_3_songs,bottom_3_scores
982_雨後天晴.jpg,"['001276.mp3', '060753.mp3', '145183.mp3']","[0.1675, 0.1666, 0.1662]","['057665.mp3', '059709.mp3', '076069.mp3']","[0.0708, 0.0708, 0.0714]"
503_然後賦予新的生命.jpg,"['084154.mp3', '036388.mp3', '132456.mp3']","[0.184, 0.1778, 0.1774]","['110447.mp3', '049029.mp3', '000368.mp3']","[0.0654, 0.0685, 0.0695]"
171_運氣真好.jpg,"['069563.mp3', '055292.mp3', '027547.mp3']","[0.1499, 0.1491, 0.1483]","['118505.mp3', '096403.mp3', '092292.mp3']","[0.0318, 0.0347, 0.036]"
"408_好了,振作一點.jpg","['055293.mp3', '014738.mp3', '055287.mp3']","[0.1649, 0.1552, 0.153]","['110447.mp3', '062529.mp3', '062187.mp3']","[0.0578, 0.0604, 0.0644]"
417_妳真的要離開了嗎.jpg,"['084154.mp3', '036388.mp3', '132456.mp3']","[0.1881, 0.1826, 0.1714]","['122358.mp3', '096403.mp3', '110447.mp3']","[0.0417, 0.0511, 0.0526]"
343_沒在開玩笑我是認真的.jpg,"['084154.mp3', '036388.mp3', '132456.mp3']","[0.1616, 0.1508, 0.1499]","['122358.mp3', '110447.mp3', '049029.mp3']","[0.0408, 0.0418, 0.0459]"
21_這個不用了.jpg,"['036388.mp3', '084154.mp3', '007713.mp3']","[0.1593, 0.1549, 0.1459]","['122358.mp3', '110447.mp3', '054468.mp3']","[0.0364, 0.0383, 0.0487]"
133_怎麼了嗎.jpg,"['087322.mp3', '055293.mp3', '013927.mp3']","[0.1966, 0.1949, 0.1928]","['110447.mp3', '122358.mp3', '107952.mp3']","[0.0521, 0.058, 0.0615]"
660_我一點也不想看到你.jpg,"['013927.mp3', '127266.mp3', '074386.mp3']","[0.1719, 0.1693, 0.1657]","['096403.mp3', '038887.mp3', '110447.mp3']","[0.0317, 0.0396, 0.0442]"
"1046_抱歉,我們遲到了.jpg","['013927.mp3', '055285.mp3', '027547.mp3']","[0.1728, 0.1686, 0.1686]","['110447.mp3', '062529.mp3', '072290.mp3']","[0.0584, 0.06, 0.0652]"
1086_好的.jpg,"['084154.mp3', '036388.mp3', '007713.mp3']","[0.188, 0.1824, 0.1769]","['110447.mp3', '122358.mp3', '027804.mp3']","[0.0486, 0.0625, 0.0649]"
818_不然妳乾脆退出算了.jpg,"['087324.mp3', '055285.mp3', '027547.mp3']","[0.2002, 0.1978, 0.1978]","['122358.mp3', '110447.mp3', '096403.mp3']","[0.0722, 0.0804, 0.0842]"
1089_妳們兩個都心不在焉的.jpg,"['009560.mp3', '014738.mp3', '058221.mp3']","[0.2, 0.1954, 0.1928]","['096403.mp3', '096718.mp3', '059709.mp3']","[0.059, 0.0742, 0.085]"
"655_妳看,通知一直響個不停喔.jpg","['021232.mp3', '055285.mp3', '027547.mp3']","[0.1791, 0.1791, 0.1791]","['122358.mp3', '110447.mp3', '096403.mp3']","[0.0476, 0.0511, 0.0513]"
1220_大家竟然都已讀不回.jpg,"['141873.mp3', '108533.mp3', '148536.mp3']","[0.1487, 0.1487, 0.1471]","['080753.mp3', '122358.mp3', '060864.mp3']","[0.0395, 0.0444, 0.0469]"
1231_我.jpg,"['084154.mp3', '036388.mp3', '113932.mp3']","[0.1993, 0.1868, 0.1863]","['110447.mp3', '038827.mp3', '004079.mp3']","[0.0736, 0.0796, 0.0798]"
674_有找到不錯的石頭嗎.jpg,"['146689.mp3', '075747.mp3', '000207.mp3']","[0.1823, 0.1798, 0.1794]","['096403.mp3', '110447.mp3', '056691.mp3']","[0.0444, 0.049, 0.0535]"
803_這樣要我怎麼接受啊.jpg,"['021232.mp3', '055285.mp3', '027547.mp3']","[0.1677, 0.1677, 0.1677]","['122358.mp3', '110447.mp3', '062529.mp3']","[0.0587, 0.0639, 0.0738]"
296_她和我約好要一輩子組樂團了.jpg,"['087322.mp3', '013927.mp3', '027552.mp3']","[0.198, 0.1934, 0.191]","['060144.mp3', '062529.mp3', '107951.mp3']","[0.0615, 0.0667, 0.0679]"
181_初華看手機.jpg,"['064364.mp3', '149101.mp3', '074386.mp3']","[0.138, 0.1334, 0.1317]","['096403.mp3', '033050.mp3', '122358.mp3']","[0.0115, 0.0259, 0.0284]"
842_妳冷靜一點.jpg,"['087322.mp3', '113271.mp3', '087324.mp3']","[0.1735, 0.1734, 0.1727]","['110447.mp3', '062529.mp3', '122358.mp3']","[0.0472, 0.0494, 0.054]"
298_Soyorin.jpg,"['054236.mp3', '087322.mp3', '055293.mp3']","[0.1977, 0.1934, 0.1923]","['110447.mp3', '003778.mp3', '122358.mp3']","[0.0483, 0.0506, 0.0526]"
723_妳一定很痛苦吧.jpg,"['107046.mp3', '120201.mp3', '014738.mp3']","[0.1958, 0.1884, 0.1882]","['057665.mp3', '059709.mp3', '142574.mp3']","[0.0534, 0.0534, 0.0547]"
76_真的毫無品味.jpg,"['127266.mp3', '021707.mp3', '013927.mp3']","[0.1725, 0.1723, 0.1687]","['096403.mp3', '039900.mp3', '122358.mp3']","[0.0396, 0.0406, 0.0408]"
432_我要補妝啦.jpg,"['039530.mp3', '046732.mp3', '058221.mp3']","[0.1912, 0.1756, 0.1747]","['122358.mp3', '110447.mp3', '034257.mp3']","[0.0451, 0.0482, 0.0547]"
1152_妳大哭了一場呢.jpg,"['036388.mp3', '084154.mp3', '132456.mp3']","[0.1657, 0.1634, 0.1569]","['122358.mp3', '110447.mp3', '027804.mp3']","[0.0408, 0.0412, 0.045]"
822_不要.jpg,"['064366.mp3', '012527.mp3', '087324.mp3']","[0.1741, 0.1736, 0.1735]","['122358.mp3', '027804.mp3', '133781.mp3']","[0.0413, 0.0585, 0.0621]"
1001_叫什麼名字.jpg,"['084154.mp3', '036388.mp3', '113932.mp3']","[0.171, 0.1651, 0.1543]","['110447.mp3', '122358.mp3', '027804.mp3']","[0.0369, 0.0382, 0.0434]"
266_放開我.jpg,"['084154.mp3', '036388.mp3', '038834.mp3']","[0.2054, 0.1901, 0.1841]","['110447.mp3', '092292.mp3', '122358.mp3']","[0.0475, 0.0498, 0.0521]"
950_我回來了.jpg,"['149687.mp3', '149953.mp3', '032687.mp3']","[0.1969, 0.1969, 0.1969]","['018031.mp3', '080753.mp3', '004079.mp3']","[0.0638, 0.0681, 0.0693]"
1146_好的.jpg,"['012527.mp3', '039291.mp3', '142579.mp3']","[0.164, 0.1636, 0.1632]","['096403.mp3', '122358.mp3', '107951.mp3']","[0.0422, 0.0425, 0.0489]"
662_我們現在銳不可當耶.jpg,"['140872.mp3', '071622.mp3', '036388.mp3']","[0.1573, 0.1468, 0.1464]","['110447.mp3', '122358.mp3', '054468.mp3']","[0.0326, 0.0368, 0.0406]"
160_妳這話是認真的嗎.jpg,"['087322.mp3', '058221.mp3', '039530.mp3']","[0.1573, 0.1571, 0.1517]","['122358.mp3', '110447.mp3', '074374.mp3']","[0.0315, 0.0325, 0.0407]"
561_我剛才還以為死定了.jpg,"['012527.mp3', '055285.mp3', '027547.mp3']","[0.1609, 0.1602, 0.1602]","['122358.mp3', '027804.mp3', '092292.mp3']","[0.0362, 0.0485, 0.0485]"
539_可以和我一起來嗎.jpg,"['140872.mp3', '087322.mp3', '087324.mp3']","[0.1948, 0.189, 0.1875]","['110447.mp3', '062529.mp3', '122358.mp3']","[0.0513, 0.0595, 0.0611]"
"916_那是我擅長的科目,不必了.jpg","['084154.mp3', '036388.mp3', '132456.mp3']","[0.1875, 0.1779, 0.1634]","['096403.mp3', '122358.mp3', '110447.mp3']","[0.0125, 0.0264, 0.0405]"
124_爽世看手機.jpg,"['058221.mp3', '063755.mp3', '059078.mp3']","[0.1821, 0.1819, 0.1816]","['110447.mp3', '122358.mp3', '062531.mp3']","[0.0467, 0.0498, 0.0535]"
107_這是在講什麼.jpg,"['087322.mp3', '070426.mp3', '064366.mp3']","[0.1881, 0.1795, 0.1779]","['122358.mp3', '110447.mp3', '096403.mp3']","[0.0389, 0.0455, 0.0543]"
230_我一直非常期待能和各位見面1.jpg,"['084154.mp3', '036388.mp3', '048015.mp3']","[0.1908, 0.1853, 0.1738]","['110447.mp3', '122358.mp3', '096403.mp3']","[0.0394, 0.0414, 0.0472]"
1248_為什麼不應門.jpg,"['149101.mp3', '043018.mp3', '060536.mp3']","[0.13, 0.1297, 0.1248]","['122358.mp3', '056520.mp3', '096403.mp3']","[0.0273, 0.0325, 0.0358]"
533_何不當成從未發生過呢.jpg,"['084154.mp3', '140872.mp3', '036388.mp3']","[0.1737, 0.167, 0.1654]","['110447.mp3', '122358.mp3', '060864.mp3']","[0.0244, 0.0305, 0.0394]"
1050_為什麼為什麼_`.jpg,"['055293.mp3', '087322.mp3', '107046.mp3']","[0.1753, 0.1741, 0.1729]","['122358.mp3', '027804.mp3', '110447.mp3']","[0.0263, 0.0445, 0.0452]"
656_妳這麼快就要走了啊.jpg,"['087322.mp3', '014738.mp3', '054236.mp3']","[0.2133, 0.2059, 0.2055]","['122358.mp3', '060864.mp3', '080753.mp3']","[0.0586, 0.0652, 0.0666]"
1195_謝謝惠顧.jpg,"['055288.mp3', '087322.mp3', '054236.mp3']","[0.2058, 0.2057, 0.2023]","['122358.mp3', '060864.mp3', '080753.mp3']","[0.063, 0.0639, 0.0647]"
"788_等-下,先冷靜下來談談吧.jpg","['084154.mp3', '036388.mp3', '132456.mp3']","[0.1891, 0.1812, 0.1735]","['122358.mp3', '027804.mp3', '110447.mp3']","[0.0552, 0.0644, 0.066]"
333_現在的我們像是一盤散沙.jpg,"['087322.mp3', '013927.mp3', '087324.mp3']","[0.2126, 0.2092, 0.206]","['096403.mp3', '001259.mp3', '115267.mp3']","[0.0541, 0.0644, 0.0645]"
1000_別一直重複.jpg,"['084154.mp3', '036388.mp3', '048015.mp3']","[0.1899, 0.1878, 0.1717]","['096403.mp3', '122358.mp3', '109446.mp3']","[0.0366, 0.0502, 0.0521]"
1062_這樣實在太過分了.jpg,"['055288.mp3', '009560.mp3', '058221.mp3']","[0.2059, 0.2024, 0.1956]","['118505.mp3', '003778.mp3', '044848.mp3']","[0.0635, 0.0645, 0.0654]"
129_這是夢嗎.jpg,"['084154.mp3', '036388.mp3', '132456.mp3']","[0.1684, 0.159, 0.1553]","['122358.mp3', '096403.mp3', '110447.mp3']","[0.04, 0.04, 0.0453]"
639_之前明明就不肯和我組樂團.jpg,"['087322.mp3', '087324.mp3', '027547.mp3']","[0.1941, 0.1924, 0.1899]","['122358.mp3', '062529.mp3', '126320.mp3']","[0.0679, 0.0707, 0.0727]"
848_妳真的不懂嗎.jpg,"['055288.mp3', '064366.mp3', '021707.mp3']","[0.1789, 0.1778, 0.174]","['122358.mp3', '027804.mp3', '129398.mp3']","[0.0544, 0.0584, 0.0591]"
371_妳只不過是一個學生.jpg,"['084154.mp3', '036388.mp3', '007713.mp3']","[0.1662, 0.1635, 0.1563]","['110447.mp3', '122358.mp3', '054468.mp3']","[0.0399, 0.0491, 0.052]"
574_我要成為神.jpg,"['021232.mp3', '055285.mp3', '027547.mp3']","[0.1849, 0.1849, 0.1849]","['096403.mp3', '122358.mp3', '110447.mp3']","[0.05, 0.0525, 0.0579]"
168_那些不是重點吧.jpg,"['084154.mp3', '036388.mp3', '132456.mp3']","[0.1766, 0.1667, 0.1585]","['122358.mp3', '110447.mp3', '054468.mp3']","[0.0238, 0.0288, 0.0386]"
136_是啊，到底為什麼呢.jpg,"['087324.mp3', '055285.mp3', '027547.mp3']","[0.1988, 0.1979, 0.1979]","['096403.mp3', '122358.mp3', '049029.mp3']","[0.0695, 0.0698, 0.0705]"
49_祥子：是這樣嗎.jpg,"['084154.mp3', '036388.mp3', '048015.mp3']","[0.1869, 0.1867, 0.1712]","['110447.mp3', '122358.mp3', '027804.mp3']","[0.0367, 0.0375, 0.0456]"
385_初華：太好了.jpg,"['070426.mp3', '087322.mp3', '054236.mp3']","[0.198, 0.1972, 0.1903]","['110447.mp3', '122358.mp3', '062529.mp3']","[0.0486, 0.0506, 0.0534]"
148_我不論如何都想當面向妳道歉.jpg,"['142579.mp3', '021707.mp3', '011951.mp3']","[0.202, 0.2014, 0.2012]","['122358.mp3', '027804.mp3', '115267.mp3']","[0.0548, 0.0615, 0.0625]"
1100_快走吧.jpg,"['084154.mp3', '036388.mp3', '132456.mp3']","[0.1731, 0.161, 0.1592]","['092292.mp3', '122358.mp3', '059709.mp3']","[0.024, 0.0244, 0.0299]"
79_不是這樣的.jpg,"['058221.mp3', '014738.mp3', '011951.mp3']","[0.1807, 0.1753, 0.1726]","['122358.mp3', '107952.mp3', '027804.mp3']","[0.0364, 0.0545, 0.0546]"
654_妳是唯一找到我的人.jpg,"['084154.mp3', '036388.mp3', '132456.mp3']","[0.1653, 0.1611, 0.1578]","['096403.mp3', '110447.mp3', '041570.mp3']","[0.0387, 0.0403, 0.0473]"
177_還真是高高在上呢.jpg,"['087324.mp3', '064366.mp3', '087322.mp3']","[0.1865, 0.1864, 0.1864]","['122358.mp3', '110447.mp3', '027804.mp3']","[0.0529, 0.0589, 0.0647]"
310_對不起.jpg,"['084154.mp3', '132456.mp3', '029738.mp3']","[0.153, 0.1496, 0.1449]","['096403.mp3', '068600.mp3', '147412.mp3']","[0.0157, 0.0237, 0.0302]"
191_痛痛啊痛痛啊快飛走吧.jpg,"['141167.mp3', '075747.mp3', '110086.mp3']","[0.1696, 0.1656, 0.1622]","['096403.mp3', '122358.mp3', '142551.mp3']","[0.0507, 0.0577, 0.0674]"
506_這是契約.jpg,"['058221.mp3', '027552.mp3', '087322.mp3']","[0.2131, 0.2053, 0.2053]","['018032.mp3', '107951.mp3', '033071.mp3']","[0.0611, 0.0637, 0.0647]"
891_沒辦法了.jpg,"['084154.mp3', '036388.mp3', '048015.mp3']","[0.1807, 0.1703, 0.1692]","['110447.mp3', '054468.mp3', '092292.mp3']","[0.0324, 0.0432, 0.0456]"
791_老實說我原本以為她只是沾父母的光.jpg,"['087322.mp3', '055293.mp3', '058221.mp3']","[0.2017, 0.1999, 0.1953]","['110447.mp3', '062529.mp3', '024700.mp3']","[0.0674, 0.0682, 0.071]"
804_進廣告.jpg,"['113701.mp3', '123970.mp3', '070426.mp3']","[0.1811, 0.167, 0.1669]","['004079.mp3', '038783.mp3', '038775.mp3']","[0.0531, 0.0535, 0.0535]"
545_妳以為我是什麼人.jpg,"['043018.mp3', '140872.mp3', '040657.mp3']","[0.1587, 0.1512, 0.1488]","['122358.mp3', '060144.mp3', '049029.mp3']","[0.0524, 0.058, 0.0601]"
979_那個人到底上哪去了.jpg,"['043018.mp3', '108457.mp3', '048864.mp3']","[0.151, 0.1437, 0.1388]","['096403.mp3', '078851.mp3', '049029.mp3']","[0.0167, 0.0323, 0.041]"
495_我真的不是故意的.jpg,"['084154.mp3', '036388.mp3', '048015.mp3']","[0.1835, 0.1788, 0.1714]","['110447.mp3', '105887.mp3', '118505.mp3']","[0.0463, 0.0465, 0.0515]"
910_謝謝妳的邀請.jpg,"['036388.mp3', '084154.mp3', '133459.mp3']","[0.1504, 0.1497, 0.1374]","['033050.mp3', '110086.mp3', '056520.mp3']","[0.0293, 0.0295, 0.0321]"
1115_早安.jpg,"['070426.mp3', '087322.mp3', '055293.mp3']","[0.1812, 0.1795, 0.1767]","['122358.mp3', '110447.mp3', '096403.mp3']","[0.0361, 0.0428, 0.0428]"
55_我完全不懂妳的意思.jpg,"['087324.mp3', '055285.mp3', '027547.mp3']","[0.1925, 0.191, 0.191]","['096403.mp3', '122358.mp3', '096718.mp3']","[0.0498, 0.0553, 0.0594]"
"776_晚安,祝妳有個好夢.jpg","['064365.mp3', '019759.mp3', '055288.mp3']","[0.2502, 0.2392, 0.2387]","['118505.mp3', '057665.mp3', '059709.mp3']","[0.0703, 0.0711, 0.0711]"
481_妳要做什麼.jpg,"['084154.mp3', '132456.mp3', '048015.mp3']","[0.1778, 0.1661, 0.1657]","['110447.mp3', '054468.mp3', '092292.mp3']","[0.0223, 0.0269, 0.0296]"
237_我會繼續做自己的夥伴.jpg,"['098227.mp3', '103600.mp3', '117670.mp3']","[0.1701, 0.1669, 0.1667]","['096718.mp3', '118505.mp3', '059709.mp3']","[0.0239, 0.0346, 0.0375]"
1170_我是認真的.jpg,"['021232.mp3', '055285.mp3', '027547.mp3']","[0.1739, 0.1739, 0.1739]","['133781.mp3', '122358.mp3', '109446.mp3']","[0.0494, 0.0597, 0.0644]"
1132_你走了我就活不下去.jpg,"['033415.mp3', '105145.mp3', '120206.mp3']","[0.1722, 0.1688, 0.1684]","['127360.mp3', '122358.mp3', '129398.mp3']","[0.078, 0.0801, 0.0834]"
309_他沒有說要退出.jpg,"['014738.mp3', '055288.mp3', '009560.mp3']","[0.183, 0.1827, 0.1825]","['057665.mp3', '059709.mp3', '076069.mp3']","[0.0731, 0.0731, 0.0734]"
1247_比方說什麼.jpg,"['084154.mp3', '036388.mp3', '055293.mp3']","[0.1552, 0.1546, 0.1488]","['122358.mp3', '110447.mp3', '027804.mp3']","[0.0142, 0.0275, 0.0335]"
961_是的，是的.jpg,"['055293.mp3', '027552.mp3', '087322.mp3']","[0.1957, 0.194, 0.1938]","['080753.mp3', '060864.mp3', '080755.mp3']","[0.06, 0.0638, 0.0653]"
457_騙人.jpg,"['013927.mp3', '055288.mp3', '127266.mp3']","[0.2073, 0.205, 0.2044]","['107951.mp3', '060144.mp3', '004079.mp3']","[0.0554, 0.0557, 0.0592]"
493_我想把我的人生全部獻給妳.jpg,"['036388.mp3', '084154.mp3', '007713.mp3']","[0.172, 0.17, 0.1609]","['122358.mp3', '110447.mp3', '027804.mp3']","[0.0273, 0.0322, 0.0407]"
647_因為我的臉蛋也很漂亮.jpg,"['113271.mp3', '087322.mp3', '058221.mp3']","[0.1762, 0.1753, 0.1672]","['122358.mp3', '110447.mp3', '080753.mp3']","[0.0365, 0.0453, 0.0454]"
183_騙人是什麼意思.jpg,"['009560.mp3', '014738.mp3', '055288.mp3']","[0.1808, 0.1767, 0.1707]","['105887.mp3', '099395.mp3', '076069.mp3']","[0.0709, 0.0747, 0.0747]"
718_大家靜下來慢慢談嘛.jpg,"['084154.mp3', '132456.mp3', '036388.mp3']","[0.1723, 0.1643, 0.1619]","['105887.mp3', '017605.mp3', '059709.mp3']","[0.046, 0.0513, 0.0515]"
1245_歡迎光臨.jpg,"['074386.mp3', '074377.mp3', '142579.mp3']","[0.1665, 0.1581, 0.1566]","['096403.mp3', '096718.mp3', '072072.mp3']","[0.0171, 0.0253, 0.027]"
1038_我應該說過已經夠了.jpg,"['013927.mp3', '087324.mp3', '021707.mp3']","[0.2029, 0.1999, 0.1989]","['073770.mp3', '142574.mp3', '107951.mp3']","[0.0752, 0.0769, 0.0786]"
926_也太大了吧.jpg,"['084154.mp3', '036388.mp3', '132456.mp3']","[0.1805, 0.1699, 0.1577]","['122358.mp3', '027804.mp3', '110447.mp3']","[0.0179, 0.033, 0.0336]"
821_不要...不要說.jpg,"['087324.mp3', '055285.mp3', '027547.mp3']","[0.2053, 0.202, 0.202]","['122358.mp3', '118505.mp3', '073770.mp3']","[0.0555, 0.0667, 0.0761]"
560_我們做了什麼天理不容的事嗎.jpg,"['087322.mp3', '055288.mp3', '087324.mp3']","[0.2007, 0.1962, 0.1928]","['126320.mp3', '110447.mp3', '122358.mp3']","[0.0659, 0.0669, 0.0675]"
1111_我真的不配當人.jpg,"['087324.mp3', '055285.mp3', '027547.mp3']","[0.1521, 0.1513, 0.1513]","['122358.mp3', '096403.mp3', '027804.mp3']","[0.0288, 0.0424, 0.045]"
929_再見.jpg,"['055288.mp3', '064364.mp3', '142579.mp3']","[0.1645, 0.1638, 0.1615]","['096403.mp3', '122358.mp3', '027804.mp3']","[0.0317, 0.0427, 0.0525]"
571_我稍晚會再回電.jpg,"['070426.mp3', '087322.mp3', '087324.mp3']","[0.1958, 0.1956, 0.1774]","['122358.mp3', '096403.mp3', '096718.mp3']","[0.0308, 0.0371, 0.0439]"
1048_沒什麼_ffft_i.jpg,"['084154.mp3', '036388.mp3', '048015.mp3']","[0.1908, 0.1887, 0.1821]","['122358.mp3', '110447.mp3', '041570.mp3']","[0.0292, 0.0378, 0.0423]"
354_那是歌詞嗎.jpg,"['113271.mp3', '074377.mp3', '021707.mp3']","[0.1335, 0.1332, 0.1316]","['096403.mp3', '122358.mp3', '110447.mp3']","[0.0201, 0.0242, 0.0263]"
837_太誇張了啦.jpg,"['012527.mp3', '070426.mp3', '027547.mp3']","[0.1751, 0.1739, 0.173]","['096403.mp3', '122358.mp3', '068600.mp3']","[0.0408, 0.0422, 0.0503]"
221_等一下啦.jpg,"['084154.mp3', '036388.mp3', '070426.mp3']","[0.1559, 0.1527, 0.1484]","['122358.mp3', '096403.mp3', '027804.mp3']","[0.0398, 0.0429, 0.0434]"
"403_來吧,甦醒之夜到來了.jpg","['071622.mp3', '105142.mp3', '037423.mp3']","[0.1879, 0.1842, 0.1837]","['118505.mp3', '062529.mp3', '056691.mp3']","[0.0689, 0.0711, 0.0715]"
430_我知道了_可以啊.jpg,"['087324.mp3', '021707.mp3', '142579.mp3']","[0.2196, 0.2195, 0.2195]","['096403.mp3', '107951.mp3', '115267.mp3']","[0.0757, 0.0805, 0.0815]"
1078_別說了別說了別說了.jpg,"['140872.mp3', '026906.mp3', '050272.mp3']","[0.1486, 0.1474, 0.145]","['080753.mp3', '118505.mp3', '060864.mp3']","[0.0569, 0.057, 0.0571]"
471_可以找大家過來嗎.jpg,"['087324.mp3', '055285.mp3', '027547.mp3']","[0.1937, 0.1934, 0.1934]","['122358.mp3', '073770.mp3', '059709.mp3']","[0.0642, 0.0656, 0.0695]"
367_我好想成為人類啊.jpg,"['013927.mp3', '142579.mp3', '021707.mp3']","[0.2076, 0.2007, 0.1994]","['122358.mp3', '060144.mp3', '080753.mp3']","[0.0638, 0.0763, 0.0808]"
"1242_抱歉,我先回去了.jpg","['070426.mp3', '058221.mp3', '014738.mp3']","[0.1881, 0.1859, 0.1844]","['004079.mp3', '060144.mp3', '062187.mp3']","[0.0589, 0.0626, 0.0652]"
1053_現在方便嗎.jpg,"['084154.mp3', '132456.mp3', '036388.mp3']","[0.1562, 0.1532, 0.1503]","['122358.mp3', '110447.mp3', '041570.mp3']","[0.0165, 0.018, 0.0276]"
732_妳沒有看郵件嗎.jpg,"['014738.mp3', '058221.mp3', '009560.mp3']","[0.2247, 0.2132, 0.2115]","['118505.mp3', '057665.mp3', '059709.mp3']","[0.0584, 0.0687, 0.0687]"
1189_話說回來.jpg,"['129391.mp3', '064364.mp3', '021707.mp3']","[0.1758, 0.1749, 0.174]","['110447.mp3', '096403.mp3', '068600.mp3']","[0.0447, 0.0488, 0.0521]"
"888_有需要的話,我立刻來安排支援.jpg","['140872.mp3', '058221.mp3', '014738.mp3']","[0.1812, 0.1651, 0.1651]","['110447.mp3', '062529.mp3', '004079.mp3']","[0.0453, 0.0479, 0.0507]"
963_是的.jpg,"['009560.mp3', '014738.mp3', '058221.mp3']","[0.2438, 0.2333, 0.233]","['000705.mp3', '098339.mp3', '080755.mp3']","[0.0697, 0.0724, 0.0724]"
1016_好破爛喔.jpg,"['055288.mp3', '021707.mp3', '013927.mp3']","[0.1768, 0.1747, 0.1738]","['096403.mp3', '122358.mp3', '039900.mp3']","[0.0451, 0.0554, 0.0625]"
492_我好開心.jpg,"['012527.mp3', '055285.mp3', '027547.mp3']","[0.1707, 0.1698, 0.1698]","['122358.mp3', '033050.mp3', '110447.mp3']","[0.0537, 0.0637, 0.0645]"
1151_妳在幹嘛啊.jpg,"['084154.mp3', '043018.mp3', '047201.mp3']","[0.1471, 0.146, 0.1393]","['110447.mp3', '099395.mp3', '076069.mp3']","[0.0363, 0.0424, 0.0424]"
68_我都說一直有在看了啊.jpg,"['013927.mp3', '087324.mp3', '129391.mp3']","[0.2102, 0.2083, 0.2064]","['096403.mp3', '096718.mp3', '003778.mp3']","[0.0314, 0.0607, 0.0666]"
706_別再撒嬌了.jpg,"['087324.mp3', '142579.mp3', '113271.mp3']","[0.1861, 0.1859, 0.1841]","['057665.mp3', '059709.mp3', '076069.mp3']","[0.0461, 0.0461, 0.0497]"
398_不對.jpg,"['058212.mp3', '075747.mp3', '105413.mp3']","[0.2286, 0.2236, 0.2192]","['004079.mp3', '018031.mp3', '107952.mp3']","[0.0511, 0.0603, 0.0605]"
46_我都會全力以赴的.jpg,"['087322.mp3', '087324.mp3', '027547.mp3']","[0.1784, 0.1753, 0.1743]","['122358.mp3', '096403.mp3', '049029.mp3']","[0.0439, 0.0482, 0.0557]"
940_妳也願意陪在我身邊嗎.jpg,"['021232.mp3', '055285.mp3', '027547.mp3']","[0.1776, 0.1776, 0.1776]","['118505.mp3', '049029.mp3', '073770.mp3']","[0.0555, 0.0637, 0.0664]"
663_我完全沒發現是她呢.jpg,"['070426.mp3', '074386.mp3', '074377.mp3']","[0.1859, 0.1772, 0.1687]","['096403.mp3', '096718.mp3', '068600.mp3']","[-0.0134, 0.0103, 0.0191]"
1166_我想去.jpg,"['055288.mp3', '013927.mp3', '064366.mp3']","[0.1739, 0.1732, 0.172]","['122358.mp3', '027804.mp3', '110447.mp3']","[0.0457, 0.059, 0.061]"
1013_她到底想說什麼.jpg,"['087322.mp3', '054236.mp3', '055293.mp3']","[0.199, 0.1892, 0.1889]","['122358.mp3', '080753.mp3', '060864.mp3']","[0.0536, 0.0585, 0.0587]"
709_則是永遠的死.jpg,"['009560.mp3', '055288.mp3', '013927.mp3']","[0.2377, 0.2317, 0.2277]","['057665.mp3', '059709.mp3', '118505.mp3']","[0.0802, 0.0802, 0.0817]"
155_可以請妳刪除剛才的影片嗎.jpg,"['084154.mp3', '036388.mp3', '007713.mp3']","[0.1739, 0.17, 0.1616]","['122358.mp3', '110447.mp3', '105887.mp3']","[0.038, 0.0446, 0.0479]"
256_我實在沒有辦法.jpg,"['078851.mp3', '078845.mp3', '059653.mp3']","[0.2181, 0.217, 0.205]","['004079.mp3', '060864.mp3', '055832.mp3']","[0.0433, 0.0603, 0.0627]"
874_我全都不會彈喔_).jpg,"['074386.mp3', '011677.mp3', '142579.mp3']","[0.1922, 0.1874, 0.1865]","['096403.mp3', '057665.mp3', '059709.mp3']","[0.0413, 0.0421, 0.0421]"
915_那就決定選這張了.jpg,"['064364.mp3', '011677.mp3', '127266.mp3']","[0.1676, 0.1619, 0.1563]","['057665.mp3', '059709.mp3', '076069.mp3']","[0.0451, 0.0451, 0.0479]"
1238_我明明這麼認真了.jpg,"['087322.mp3', '013927.mp3', '064366.mp3']","[0.2062, 0.2051, 0.2028]","['107951.mp3', '060144.mp3', '080753.mp3']","[0.0685, 0.0692, 0.0701]"
145_我哪裡有興奮了.jpg,"['087322.mp3', '087324.mp3', '027547.mp3']","[0.185, 0.1784, 0.177]","['122358.mp3', '110447.mp3', '027804.mp3']","[0.0413, 0.0507, 0.0558]"
395_結果決定一切.jpg,"['120206.mp3', '001276.mp3', '074371.mp3']","[0.166, 0.1639, 0.1634]","['017605.mp3', '099395.mp3', '076069.mp3']","[0.0743, 0.0746, 0.0746]"
968_沒有啦.jpg,"['087322.mp3', '055293.mp3', '021707.mp3']","[0.2073, 0.2048, 0.2017]","['122358.mp3', '043519.mp3', '115267.mp3']","[0.0579, 0.0658, 0.0687]"
90_在這裡想叫都沒問題.jpg,"['142579.mp3', '021707.mp3', '013927.mp3']","[0.1743, 0.1719, 0.1705]","['122358.mp3', '115267.mp3', '110447.mp3']","[0.0495, 0.0625, 0.0628]"
60_不讓我們看看我們怎麼知道.jpg,"['084154.mp3', '132456.mp3', '007713.mp3']","[0.1716, 0.1642, 0.1572]","['110447.mp3', '054468.mp3', '122358.mp3']","[0.0217, 0.0291, 0.0304]"
