image,top_3_songs,top_3_scores,bottom_3_songs,bottom_3_scores
168億!_0630.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3']","[15.8051, 15.2956, 12.2347]","['sans..mp3', 'Wii Shop Channel Main Theme (HQ).mp3', 'Sneaky Adventure - Background Music (HD).mp3']","[8.0412, 8.1358, 8.1863]"
來，開始溝通吧.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[18.8965, 14.2306, 12.3828]","['Wii Shop Channel Main Theme (HQ).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Nintendo Wii - Mii Channel Theme.mp3']","[9.8127, 10.3124, 10.5622]"
我才剛做好不逃避的覺悟_0018.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Amazing Plan - Distressed - Kevin MacLeod.mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[19.4334, 17.1321, 15.9601]","['Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', 'Spongebob Music - Background Music (HD).mp3']","[11.3019, 11.9974, 12.0277]"
所以那不是事先策劃也不是即興演出_0100.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[17.4043, 11.8444, 11.6473]","['Nintendo Wii - Mii Channel Theme.mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Spongebob Music - Background Music (HD).mp3']","[7.483, 7.4839, 7.7]"
不要逃啦.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Kirby dream land theme song.mp3']","[17.3262, 11.7026, 11.563]","['Wii Shop Channel Main Theme (HQ).mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[7.6591, 8.2359, 8.3713]"
可以啊可以啊_0283.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[16.7568, 15.2142, 13.4473]","['Sneaky Adventure - Background Music (HD).mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'sans..mp3']","[8.0367, 8.6782, 8.8355]"
我已經搞不懂了.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Sneaky Adventure - Background Music (HD).mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[20.3515, 16.7863, 16.2292]","['Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Spongebob Music - Background Music (HD).mp3', 'Nintendo Wii - Mii Channel Theme.mp3']","[10.6026, 11.1668, 11.701]"
好痛喔!_0476.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Nothing Beats a Jet2holiday ｜ Sale ｜ Family ｜ TV advert.mp3']","[19.9793, 15.6833, 14.0405]","['Nintendo Wii - Mii Channel Theme.mp3', 'Spongebob Music - Background Music (HD).mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3']","[10.0328, 10.4518, 10.9664]"
畢竟這是一輩子的事.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Sneaky Adventure - Background Music (HD).mp3']","[17.8317, 16.9608, 16.3828]","['Spongebob Music - Background Music (HD).mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Nothing Beats a Jet2holiday ｜ Sale ｜ Family ｜ TV advert.mp3']","[10.8552, 11.1814, 11.8165]"
在睡覺的呢_0274.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'sans..mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[17.0408, 13.2736, 13.1109]","['Wii Shop Channel Main Theme (HQ).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3']","[8.626, 8.9059, 9.3154]"
那種完成度實在不像是即興演出_0092.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Weezer - Buddy Holly (2024 Remaster).mp3']","[17.7434, 17.2513, 14.6603]","['Nintendo Wii - Mii Channel Theme.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', 'sans..mp3']","[9.7508, 9.7744, 10.7635]"
為什麼要說那種話_0408.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Scheming Weasel Faster (Kevin Macleod) - Background Music (HD).mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[19.332, 16.7102, 16.0475]","['Nintendo Wii - Mii Channel Theme.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', 'C418  - Sweden - Minecraft Volume Alpha.mp3']","[9.1337, 9.413, 11.0509]"
好的_0606.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[16.7241, 12.4525, 11.5156]","['Wii Shop Channel Main Theme (HQ).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3']","[7.1656, 8.8872, 9.1845]"
妳這話是認真的嗎.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'sans..mp3']","[16.2359, 13.8037, 12.5769]","['Nintendo Wii - Mii Channel Theme.mp3', 'Wii Shop Channel Main Theme (HQ).mp3', 'Spongebob Music - Background Music (HD).mp3']","[8.5291, 8.8937, 9.0402]"
我不知道2.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Kirby dream land theme song.mp3']","[21.0933, 17.4319, 15.6982]","['Wii Shop Channel Main Theme (HQ).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'sans..mp3']","[12.0313, 12.5091, 12.6634]"
我辦不到_0182.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3', 'sans..mp3']","[19.732, 18.0058, 17.0293]","['Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Spongebob Music - Background Music (HD).mp3']","[11.3673, 12.5948, 12.8463]"
強制靈魂伴侶_0217.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Kirby dream land theme song.mp3']","[17.8246, 13.8744, 12.4713]","['Wii Shop Channel Main Theme (HQ).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3']","[8.4221, 8.7696, 9.2932]"
我們先走了_0143.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[14.7779, 14.2642, 12.6136]","['Nintendo Wii - Mii Channel Theme.mp3', 'Spongebob Music - Background Music (HD).mp3', 'Nothing Beats a Jet2holiday ｜ Sale ｜ Family ｜ TV advert.mp3']","[7.8652, 8.6524, 8.7281]"
不好意思_我今天得悄悄行動_0207.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Sanctuary Guardians.mp3']","[18.141, 16.4152, 14.8441]","['sans..mp3', 'Wii Shop Channel Main Theme (HQ).mp3', 'Sneaky Adventure - Background Music (HD).mp3']","[10.8354, 10.86, 10.9012]"
竟然被唸了~_0430.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[20.3474, 15.4745, 14.5738]","['Spongebob Music - Background Music (HD).mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[9.7348, 10.0103, 10.5252]"
爽世_不知道.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[17.7412, 15.0331, 11.7166]","['Nintendo Wii - Mii Channel Theme.mp3', 'Wii Shop Channel Main Theme (HQ).mp3', 'Spongebob Music - Background Music (HD).mp3']","[8.1264, 8.3026, 8.3284]"
光是會寫就很厲害了.jpg,"['Amazing Plan - Distressed - Kevin MacLeod.mp3', '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3""]","[13.0307, 12.8875, 12.229]","['Sneaky Adventure - Background Music (HD).mp3', 'sans..mp3', 'Wii Shop Channel Main Theme (HQ).mp3']","[5.7153, 7.503, 7.917]"
舊傷在作痛_0552.jpg,"['Sad Violin - Sound Effect (HD).mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3', 'Weezer - Buddy Holly (2024 Remaster).mp3']","[12.9137, 12.8993, 12.4906]","['sans..mp3', 'Wii Shop Channel Main Theme (HQ).mp3', 'Sneaky Adventure - Background Music (HD).mp3']","[8.4165, 8.8749, 9.2714]"
慢著慢著_什麼意思_0234.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", ""It's Going Down Now.mp3""]","[17.4931, 15.9451, 12.2372]","['Wii Shop Channel Main Theme (HQ).mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'sans..mp3']","[8.4115, 9.2785, 9.6547]"
我不允許妳有任何一點失誤_0301.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[19.2176, 15.3631, 15.3003]","['Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Spongebob Music - Background Music (HD).mp3']","[9.7845, 10.1869, 10.7167]"
幸好總算化險為夷了_0229.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[17.282, 14.4372, 14.3177]","['Spongebob Music - Background Music (HD).mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'Sneaky Adventure - Background Music (HD).mp3']","[9.0767, 9.3859, 10.1557]"
我才不需要妳_0374.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3', 'Scheming Weasel Faster (Kevin Macleod) - Background Music (HD).mp3']","[17.6669, 13.0527, 13.0396]","['Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Nintendo Wii - Mii Channel Theme.mp3']","[9.323, 9.5142, 9.6116]"
到底為什麼_0572.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Sneaky Adventure - Background Music (HD).mp3', 'sans..mp3']","[16.7533, 14.996, 14.5272]","['Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[9.6254, 9.6574, 10.298]"
每天都過得好開心_0505.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3', '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3']","[20.4338, 17.7223, 16.9241]","['Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Spongebob Music - Background Music (HD).mp3']","[10.8059, 11.6331, 11.6614]"
真是遺憾.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Spongebob Music - Background Music (HD).mp3']","[18.7953, 16.3027, 14.4574]","['Wii Shop Channel Main Theme (HQ).mp3', 'sans..mp3', 'C418  - Sweden - Minecraft Volume Alpha.mp3']","[9.3345, 9.3817, 9.5715]"
等一下妳是認真的嗎.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3', 'Sanctuary Guardians.mp3']","[14.6351, 12.9281, 12.1551]","['Wii Shop Channel Main Theme (HQ).mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', 'Nintendo Wii - Mii Channel Theme.mp3']","[8.4472, 8.6144, 9.1108]"
那些妳全都知道卻一直在背叛她嗎.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[16.4451, 15.7739, 13.6209]","['Nintendo Wii - Mii Channel Theme.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', 'Wii Shop Channel Main Theme (HQ).mp3']","[9.3657, 9.788, 9.8323]"
謝謝大家_0808.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3']","[18.7591, 17.4812, 15.8538]","['Sneaky Adventure - Background Music (HD).mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'sans..mp3']","[9.2517, 9.5742, 9.6868]"
沒什麼好擔心的了_0307.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3', '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3']","[15.4327, 13.4064, 13.3437]","['Sneaky Adventure - Background Music (HD).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Nintendo Wii - Mii Channel Theme.mp3']","[10.2412, 10.2925, 10.5097]"
這個_0413.jpg,"['Sanctuary Guardians.mp3', 'Spongebob Music - Background Music (HD).mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3""]","[11.6, 10.5871, 10.0076]","['sans..mp3', 'Sneaky Adventure - Background Music (HD).mp3', 'Scheming Weasel Faster (Kevin Macleod) - Background Music (HD).mp3']","[6.8719, 7.323, 7.7939]"
誓言.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[18.8807, 13.3124, 12.7228]","['Wii Shop Channel Main Theme (HQ).mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'Nothing Beats a Jet2holiday ｜ Sale ｜ Family ｜ TV advert.mp3']","[8.7155, 9.2422, 10.0509]"
背景複雜的人恐怕.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Kirby dream land theme song.mp3', 'Scheming Weasel Faster (Kevin Macleod) - Background Music (HD).mp3']","[11.0201, 9.9224, 9.8249]","['Spongebob Music - Background Music (HD).mp3', 'Nothing Beats a Jet2holiday ｜ Sale ｜ Family ｜ TV advert.mp3', 'Nintendo Wii - Mii Channel Theme.mp3']","[6.814, 7.0716, 7.1538]"
這布局可說是堅若磐石.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[17.5602, 14.2968, 12.6606]","['Wii Shop Channel Main Theme (HQ).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'sans..mp3']","[9.0067, 9.1933, 9.2064]"
愛音模糊.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3']","[17.9583, 15.5516, 14.0176]","['sans..mp3', 'Sneaky Adventure - Background Music (HD).mp3', 'Scheming Weasel Faster (Kevin Macleod) - Background Music (HD).mp3']","[8.5714, 8.7906, 9.6829]"
我怎麼能這麼說_0354.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[18.1831, 16.7239, 14.7175]","['Nintendo Wii - Mii Channel Theme.mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Spongebob Music - Background Music (HD).mp3']","[10.8174, 11.3791, 11.537]"
不好意思_我今天得悄悄行動_0208.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3', '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3']","[16.7464, 14.4538, 13.9686]","['🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Wii Shop Channel Main Theme (HQ).mp3']","[9.175, 9.5335, 10.0635]"
真可憐_0572.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[18.953, 14.7851, 13.0889]","['Wii Shop Channel Main Theme (HQ).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Nintendo Wii - Mii Channel Theme.mp3']","[9.6579, 9.7344, 9.981]"
這首是我的.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[18.7915, 17.6589, 16.0054]","['Nintendo Wii - Mii Channel Theme.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', 'C418  - Sweden - Minecraft Volume Alpha.mp3']","[9.2446, 9.6812, 9.8102]"
有趣的女孩子_0654.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Spongebob Music - Background Music (HD).mp3']","[17.3257, 12.808, 12.7216]","['Wii Shop Channel Main Theme (HQ).mp3', 'Sneaky Adventure - Background Music (HD).mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[8.1198, 8.1995, 8.8689]"
謝謝大家_0631.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[22.846, 19.4569, 18.2078]","['Spongebob Music - Background Music (HD).mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[12.4255, 12.7712, 12.8022]"
詐騙_0378.jpg,"['Weezer - Buddy Holly (2024 Remaster).mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3', 'ILLUMINATI CONFIRMED (The X-Files Theme) - Sound Effect (HD).mp3']","[15.8031, 15.3285, 15.2865]","['Wii Shop Channel Main Theme (HQ).mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3']","[8.9685, 9.0155, 10.4262]"
我有哪裡有誤會了.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Scheming Weasel Faster (Kevin Macleod) - Background Music (HD).mp3']","[15.2581, 14.3597, 12.715]","['🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Wii Shop Channel Main Theme (HQ).mp3']","[9.0047, 9.3458, 9.4504]"
妳怎麼說這種莫名其妙的話_0403.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'sans..mp3', 'Sneaky Adventure - Background Music (HD).mp3']","[18.8748, 14.5102, 14.4679]","['🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Spongebob Music - Background Music (HD).mp3']","[8.6223, 9.2045, 10.1283]"
但同時進行Sumimi的活動一定很辛苦吧_0227.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[20.3668, 17.1461, 16.4313]","['Wii Shop Channel Main Theme (HQ).mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Spongebob Music - Background Music (HD).mp3']","[10.1819, 11.1718, 12.1991]"
神並不存在_0632.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Kirby dream land theme song.mp3']","[20.1112, 16.6736, 14.325]","['🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Wii Shop Channel Main Theme (HQ).mp3']","[9.9559, 10.4917, 10.7736]"
真不愧是人氣寵兒.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[18.1756, 14.0196, 12.2896]","['Wii Shop Channel Main Theme (HQ).mp3', 'sans..mp3', 'Sneaky Adventure - Background Music (HD).mp3']","[6.8968, 7.8161, 7.8286]"
